apartment_id,city,floor_number,area_sqm,number_of_rooms,number_of_bathrooms,finishing_status,price_egp,price_per_sqm,is_fake
APT02248,القاهرة,4,70,1,1,Semi-Finished,1617000,23100,0
APT04571,القاهرة,12,70,2,1,Semi-Finished,1165000,16642,0
APT03657,الساحل الشمالي,7,100,3,2,Semi-Finished,5004000,50040,0
APT04152,العين السخنة,15,80,2,2,Unfinished,1533000,19162,0
APT03379,الجيزة,4,80,2,1,Fully Finished,2269000,28362,0
APT02280,القاهرة,12,100,2,2,Semi-Finished,2043000,20430,0
APT02599,الإسكندرية,12,110,3,2,Fully Finished,1771000,16100,0
APT04160,العين السخنة,3,120,3,2,Super Lux,3151000,26258,0
APT03871,شرم الشيخ,0,120,4,2,Super Lux,3863000,32191,0
APT03429,الساحل الشمالي,15,110,3,2,Super Lux,6275000,57045,0
APT02177,القاهرة الجديدة,20,140,4,4,Unfinished,3470000,24785,0
APT00425,القاهرة,9,110,3,3,Semi-Finished,3320000,30181,0
APT00393,العين السخنة,1,100,2,1,Unfinished,2386000,23860,0
APT04727,الغردقة,5,100,2,2,Semi-Finished,2573000,25730,0
APT03694,العين السخنة,20,110,2,2,Semi-Finished,2891000,26281,0
APT03995,الجيزة,15,140,4,2,Semi-Finished,2399000,17135,0
APT04413,الإسكندرية,1,120,4,4,Semi-Finished,1563000,13025,0
APT01949,الإسكندرية,3,70,1,1,Fully Finished,1214000,17342,0
APT01460,القاهرة,7,140,3,2,Unfinished,2753000,19664,0
APT03258,القاهرة الجديدة,0,120,4,3,Super Lux,4255000,35458,0
APT02804,الغردقة,1,130,4,3,Fully Finished,3742000,28784,0
APT02707,الغردقة,0,100,2,1,Semi-Finished,1878000,18780,0
APT04790,الجيزة,1,120,3,3,Unfinished,1864000,15533,0
APT01588,القاهرة,0,150,3,2,Unfinished,2709000,18060,0
APT03660,القاهرة,18,120,3,3,Super Lux,4954000,41283,0
APT01732,الجيزة,20,120,3,2,Semi-Finished,1768000,14733,0
APT04765,القاهرة الجديدة,8,80,2,2,Unfinished,2107000,26337,0
APT04225,العين السخنة,2,100,3,3,Semi-Finished,1631000,16310,0
APT03682,الغردقة,2,150,3,3,Fully Finished,5393000,35953,0
APT01792,شرم الشيخ,15,100,3,3,Fully Finished,2805000,28050,0
APT02356,شرم الشيخ,10,130,3,3,Fully Finished,3989000,30684,0
APT01941,القاهرة الجديدة,15,90,3,3,Semi-Finished,1832000,20355,0
APT00703,الجيزة,6,150,4,3,Fully Finished,2351000,15673,0
APT02443,الإسكندرية,10,180,5,2,Unfinished,2146000,11922,0
APT04376,الإسكندرية,3,90,3,3,Semi-Finished,1284000,14266,0
APT00497,الساحل الشمالي,10,100,3,2,Semi-Finished,4836000,48360,0
APT00465,الجيزة,12,130,4,3,Semi-Finished,2077000,15976,0
APT04072,الجيزة,0,120,3,3,Semi-Finished,2533000,21108,0
APT04334,العين السخنة,6,110,3,2,Fully Finished,2948000,26800,0
APT04944,الساحل الشمالي,5,110,3,2,Fully Finished,4396000,39963,0
APT04797,القاهرة,20,90,2,2,Super Lux,3878000,43088,0
APT02541,العين السخنة,10,110,2,2,Semi-Finished,2376000,21600,0
APT03263,الإسكندرية,20,110,3,3,Fully Finished,1724000,15672,0
APT04681,العاصمة الإدارية,8,130,4,3,Fully Finished,5490000,42230,0
APT02261,الإسكندرية,8,110,2,2,Fully Finished,1188000,10800,0
APT02113,العين السخنة,0,100,2,1,Semi-Finished,1870000,18700,0
APT00901,القاهرة الجديدة,10,130,3,3,Super Lux,6606000,50815,0
APT01447,الجيزة,12,120,3,2,Super Lux,4241000,35341,0
APT03574,العين السخنة,5,120,4,4,Fully Finished,3769000,31408,0
APT00742,شرم الشيخ,5,110,3,3,Semi-Finished,2360000,21454,0
APT02294,القاهرة الجديدة,4,100,3,2,Semi-Finished,3024000,30240,0
APT02453,القاهرة,8,110,2,2,Fully Finished,2947000,26790,0
APT02623,الغردقة,12,100,3,2,Unfinished,1658000,16580,0
APT04079,الغردقة,12,140,4,4,Unfinished,3413000,24378,0
APT01207,الساحل الشمالي,2,100,3,3,Semi-Finished,3620000,36200,0
APT00510,الإسكندرية,2,120,4,4,Fully Finished,2156000,17966,0
APT02621,القاهرة,6,140,4,3,Fully Finished,4153000,29664,0
APT02803,العين السخنة,3,90,2,2,Fully Finished,1634000,18155,0
APT03314,الجيزة,9,130,3,2,Fully Finished,2110000,16230,0
APT01550,العاصمة الإدارية,3,110,3,3,Semi-Finished,3118000,28345,0
APT04564,الساحل الشمالي,4,110,2,2,Semi-Finished,4819000,43809,0
APT02203,الجيزة,6,250,5,2,Fully Finished,5389000,21556,0
APT02567,القاهرة الجديدة,10,110,2,2,Fully Finished,4479000,40718,0
APT03893,الإسكندرية,7,120,3,3,Unfinished,1645000,13708,0
APT02045,شرم الشيخ,18,80,3,2,Super Lux,2694000,33675,0
APT00768,الإسكندرية,18,120,3,3,Unfinished,1862000,15516,0
APT04873,الغردقة,10,90,2,1,Super Lux,2482000,27577,0
APT03739,الإسكندرية,2,120,4,2,Fully Finished,1797000,14975,0
APT00422,شرم الشيخ,0,130,4,3,Unfinished,3404000,26184,0
APT04163,القاهرة الجديدة,8,60,2,1,Unfinished,946000,15766,0
APT02629,الإسكندرية,7,110,2,2,Semi-Finished,1170000,10636,0
APT00820,شرم الشيخ,7,110,2,1,Semi-Finished,2434000,22127,0
APT01404,الإسكندرية,10,160,3,2,Semi-Finished,2601000,16256,0
APT01383,الإسكندرية,9,110,3,3,Semi-Finished,1997000,18154,0
APT02149,الساحل الشمالي,7,90,2,1,Semi-Finished,3904000,43377,0
APT01576,الإسكندرية,10,120,3,3,Super Lux,3140000,26166,0
APT01639,الجيزة,3,140,4,3,Super Lux,4192000,29942,0
APT01796,الغردقة,6,60,2,2,Semi-Finished,857000,14283,0
APT04816,الإسكندرية,5,100,2,2,Semi-Finished,1479000,14790,0
APT00400,العين السخنة,8,110,2,1,Fully Finished,2958000,26890,0
APT02311,القاهرة,12,130,4,3,Unfinished,2699000,20761,0
APT00883,الإسكندرية,3,110,2,1,Semi-Finished,1518000,13800,0
APT04974,القاهرة,8,60,1,2,Fully Finished,1747000,29116,0
APT02898,الجيزة,20,110,2,2,Unfinished,1330000,12090,0
APT01353,القاهرة,2,100,3,2,Semi-Finished,3030000,30300,0
APT02743,الساحل الشمالي,5,140,4,2,Super Lux,9664000,69028,0
APT04551,شرم الشيخ,6,60,1,2,Super Lux,2349000,39150,0
APT02131,الغردقة,7,140,3,2,Semi-Finished,4498000,32128,0
APT00983,الإسكندرية,18,80,3,2,Unfinished,1247000,15587,0
APT00457,شرم الشيخ,4,100,3,3,Semi-Finished,3242000,32420,0
APT04120,العاصمة الإدارية,18,80,2,2,Fully Finished,3148000,39350,0
APT01080,القاهرة الجديدة,8,100,2,2,Fully Finished,3440000,34400,0
APT01951,القاهرة,10,100,2,2,Semi-Finished,3045000,30450,0
APT04315,شرم الشيخ,12,100,2,2,Semi-Finished,2457000,24570,0
APT00690,العاصمة الإدارية,1,120,4,4,Unfinished,4046000,33716,0
APT02430,الإسكندرية,6,100,3,3,Fully Finished,1673000,16730,0
APT00642,الساحل الشمالي,9,220,5,3,Fully Finished,10466000,47572,0
APT02393,الإسكندرية,5,110,2,1,Unfinished,1382000,12563,0
APT01954,شرم الشيخ,6,180,4,3,Super Lux,8561000,47561,0
APT02749,القاهرة الجديدة,1,90,2,1,Fully Finished,2758000,30644,0
APT04314,العاصمة الإدارية,9,130,3,2,Fully Finished,5185000,39884,0
APT03436,العاصمة الإدارية,0,70,1,2,Semi-Finished,1485000,21214,0
APT03337,القاهرة الجديدة,9,110,3,2,Fully Finished,3467000,31518,0
APT04767,الغردقة,4,80,3,2,Semi-Finished,1639000,20487,0
APT03371,شرم الشيخ,4,90,3,3,Fully Finished,2273000,25255,0
APT01885,القاهرة,20,90,2,2,Unfinished,2120000,23555,0
APT00390,الساحل الشمالي,3,120,3,2,Unfinished,4370000,36416,0
APT02495,شرم الشيخ,3,100,2,1,Fully Finished,3398000,33980,0
APT03879,شرم الشيخ,10,100,2,2,Fully Finished,2799000,27990,0
APT03857,القاهرة,20,100,2,2,Fully Finished,1747000,17470,0
APT00846,القاهرة,15,70,1,1,Semi-Finished,1735000,24785,0
APT00543,الساحل الشمالي,9,110,3,2,Fully Finished,4629000,42081,0
APT03890,الغردقة,20,80,2,2,Semi-Finished,1805000,22562,0
APT01980,الغردقة,1,160,3,2,Fully Finished,4534000,28337,0
APT02813,الإسكندرية,2,150,4,2,Fully Finished,2370000,15800,0
APT04083,القاهرة الجديدة,3,150,3,2,Fully Finished,4509000,30060,0
APT02903,الجيزة,9,120,4,3,Semi-Finished,2205000,18375,0
APT02530,العاصمة الإدارية,8,80,3,3,Fully Finished,3674000,45925,0
APT01677,الإسكندرية,2,90,3,2,Fully Finished,1776000,19733,0
APT01049,القاهرة الجديدة,15,140,3,3,Fully Finished,4765000,34035,0
APT01961,العين السخنة,7,120,4,2,Super Lux,4461000,37175,0
APT02531,الجيزة,0,130,3,2,Fully Finished,2233000,17176,0
APT03993,الإسكندرية,5,160,3,2,Semi-Finished,2495000,15593,0
APT03098,الساحل الشمالي,4,90,3,2,Semi-Finished,3892000,43244,0
APT03489,شرم الشيخ,1,120,4,4,Fully Finished,3729000,31075,0
APT01134,الإسكندرية,8,160,3,2,Semi-Finished,2568000,16050,0
APT01806,شرم الشيخ,9,110,3,2,Semi-Finished,3899000,35445,0
APT04318,القاهرة,15,90,2,1,Fully Finished,3165000,35166,0
APT03493,شرم الشيخ,8,130,3,2,Fully Finished,4549000,34992,0
APT04710,القاهرة,3,130,4,2,Fully Finished,2919000,22453,0
APT04631,القاهرة الجديدة,12,130,4,4,Fully Finished,4859000,37376,0
APT03454,العين السخنة,12,80,2,1,Semi-Finished,1890000,23625,0
APT03200,العاصمة الإدارية,7,130,4,2,Fully Finished,5694000,43800,0
APT03635,العاصمة الإدارية,9,140,4,2,Super Lux,6816000,48685,0
APT03940,العاصمة الإدارية,8,180,5,4,Semi-Finished,5799000,32216,0
APT01812,الساحل الشمالي,9,100,3,2,Super Lux,5566000,55660,0
APT03650,الغردقة,4,60,2,2,Unfinished,1093000,18216,0
APT04050,شرم الشيخ,8,120,4,4,Fully Finished,3487000,29058,0
APT01429,القاهرة,5,110,2,1,Fully Finished,3781000,34372,0
APT03614,العين السخنة,1,100,3,3,Super Lux,2843000,28430,0
APT03132,الإسكندرية,1,90,2,2,Semi-Finished,1588000,17644,0
APT03397,الجيزة,5,110,2,1,Fully Finished,2376000,21600,0
APT04461,الغردقة,1,140,3,2,Fully Finished,4804000,34314,0
APT04650,الجيزة,3,80,3,2,Unfinished,1393000,17412,0
APT02821,الساحل الشمالي,18,130,4,2,Fully Finished,6862000,52784,0
APT01453,العاصمة الإدارية,8,100,3,3,Fully Finished,3448000,34480,0
APT00594,الغردقة,12,80,3,2,Semi-Finished,2186000,27325,0
APT00561,الجيزة,3,100,2,1,Fully Finished,2133000,21330,0
APT03274,الإسكندرية,9,90,3,2,Semi-Finished,1630000,18111,0
APT03245,شرم الشيخ,10,110,2,2,Fully Finished,2295000,20863,0
APT01340,القاهرة,15,70,2,1,Unfinished,1128000,16114,0
APT02781,شرم الشيخ,0,160,3,2,Super Lux,5979000,37368,0
APT03188,العاصمة الإدارية,12,80,3,2,Super Lux,4330000,54125,0
APT03800,القاهرة,3,130,4,2,Semi-Finished,2566000,19738,0
APT01443,العاصمة الإدارية,8,100,2,2,Semi-Finished,2913000,29130,0
APT00262,القاهرة الجديدة,0,100,3,3,Fully Finished,3596000,35960,0
APT02765,الجيزة,0,100,3,2,Semi-Finished,1723000,17230,0
APT01690,الغردقة,5,110,2,2,Semi-Finished,2356000,21418,0
APT01726,الساحل الشمالي,18,70,1,2,Fully Finished,3672000,52457,0
APT04793,العاصمة الإدارية,12,100,2,2,Fully Finished,3795000,37950,0
APT00835,الجيزة,7,70,2,2,Super Lux,2087000,29814,0
APT01867,الغردقة,6,90,3,2,Fully Finished,2658000,29533,0
APT02497,الغردقة,3,80,2,2,Super Lux,2827000,35337,0
APT02011,العين السخنة,15,80,3,3,Semi-Finished,2014000,25175,0
APT00341,القاهرة,4,140,3,2,Fully Finished,4381000,31292,0
APT02989,الجيزة,1,120,3,3,Unfinished,2195000,18291,0
APT01602,الإسكندرية,6,90,2,2,Semi-Finished,871000,9677,0
APT03876,القاهرة,8,140,3,3,Fully Finished,3426000,24471,0
APT04695,الساحل الشمالي,9,150,4,3,Unfinished,4599000,30660,0
APT00481,الغردقة,5,120,4,4,Fully Finished,2878000,23983,0
APT02826,القاهرة,5,60,1,2,Semi-Finished,1261000,21016,0
APT04330,شرم الشيخ,7,80,2,2,Semi-Finished,2569000,32112,0
APT03541,شرم الشيخ,18,80,3,3,Fully Finished,1902000,23775,0
APT04639,القاهرة,15,130,3,2,Semi-Finished,3228000,24830,0
APT03047,القاهرة الجديدة,4,110,2,1,Super Lux,4547000,41336,0
APT03991,الغردقة,7,100,3,2,Fully Finished,2919000,29190,0
APT01767,الغردقة,1,130,3,2,Super Lux,5239000,40300,0
APT04474,شرم الشيخ,2,90,3,2,Fully Finished,3093000,34366,0
APT02454,شرم الشيخ,10,130,3,3,Fully Finished,5516000,42430,0
APT02878,القاهرة,18,150,3,2,Semi-Finished,4817000,32113,0
APT03816,القاهرة,5,110,3,3,Fully Finished,2885000,26227,0
APT04017,الغردقة,5,120,3,2,Semi-Finished,2461000,20508,0
APT04678,القاهرة,2,120,3,3,Unfinished,1795000,14958,0
APT03680,الإسكندرية,6,110,3,2,Semi-Finished,2199000,19990,0
APT01272,القاهرة,5,90,3,2,Unfinished,2191000,24344,0
APT03078,العاصمة الإدارية,4,90,3,2,Unfinished,2221000,24677,0
APT04502,العاصمة الإدارية,18,120,3,2,Unfinished,2755000,22958,0
APT03095,الجيزة,0,120,4,2,Fully Finished,2515000,20958,0
APT04654,القاهرة الجديدة,9,140,3,2,Super Lux,5153000,36807,0
APT00348,الساحل الشمالي,2,90,2,2,Super Lux,7262000,80688,0
APT03882,الغردقة,5,120,4,3,Semi-Finished,2877000,23975,0
APT04624,القاهرة الجديدة,3,110,2,1,Fully Finished,3561000,32372,0
APT02563,القاهرة,1,140,3,3,Fully Finished,3494000,24957,0
APT04591,الجيزة,1,110,3,3,Semi-Finished,2049000,18627,0
APT01424,القاهرة,8,120,4,3,Semi-Finished,3301000,27508,0
APT00657,شرم الشيخ,8,120,4,4,Semi-Finished,2980000,24833,0
APT02103,الغردقة,9,120,3,3,Super Lux,3846000,32050,0
APT00633,العين السخنة,3,90,3,3,Fully Finished,2712000,30133,0
APT02893,الإسكندرية,4,180,5,4,Fully Finished,3841000,21338,0
APT02494,القاهرة الجديدة,3,90,2,2,Fully Finished,3244000,36044,0
APT02666,القاهرة الجديدة,5,90,2,1,Unfinished,1748000,19422,0
APT04016,الجيزة,15,120,4,2,Semi-Finished,2608000,21733,0
APT03663,الإسكندرية,1,150,4,4,Unfinished,2207000,14713,0
APT03308,العين السخنة,0,90,2,2,Unfinished,1636000,18177,0
APT03097,الغردقة,15,130,3,3,Semi-Finished,2769000,21300,0
APT03920,العين السخنة,4,140,3,3,Fully Finished,3718000,26557,0
APT02501,الساحل الشمالي,0,110,3,3,Semi-Finished,4301000,39100,0
APT01466,شرم الشيخ,10,150,4,4,Super Lux,5187000,34580,0
APT02834,الجيزة,20,100,2,2,Fully Finished,2272000,22720,0
APT01822,شرم الشيخ,2,60,1,1,Super Lux,2357000,39283,0
APT01495,العين السخنة,18,120,4,2,Fully Finished,3857000,32141,0
APT02402,العين السخنة,9,90,2,1,Fully Finished,1968000,21866,0
APT01233,العين السخنة,3,120,4,3,Fully Finished,3648000,30400,0
APT02662,الجيزة,1,60,2,2,Fully Finished,1346000,22433,0
APT04101,الغردقة,4,70,2,2,Unfinished,1352000,19314,0
APT04574,العين السخنة,8,150,3,3,Fully Finished,4359000,29060,0
APT01154,القاهرة الجديدة,15,120,4,2,Semi-Finished,3358000,27983,0
APT03849,شرم الشيخ,9,120,3,2,Unfinished,1822000,15183,0
APT04105,الغردقة,7,100,2,2,Fully Finished,2372000,23720,0
APT04289,الإسكندرية,0,180,5,3,Unfinished,1993000,11072,0
APT04946,الغردقة,2,110,2,1,Super Lux,3949000,35900,0
APT01736,القاهرة الجديدة,18,180,4,4,Fully Finished,6381000,35450,0
APT02197,القاهرة الجديدة,15,100,3,3,Fully Finished,3012000,30120,0
APT03554,الساحل الشمالي,3,90,2,1,Fully Finished,4082000,45355,0
APT02476,الساحل الشمالي,6,110,3,3,Fully Finished,4316000,39236,0
APT02565,العاصمة الإدارية,6,70,1,1,Semi-Finished,2158000,30828,0
APT03159,الغردقة,6,80,2,1,Unfinished,1319000,16487,0
APT04035,العين السخنة,20,60,2,2,Fully Finished,1980000,33000,0
APT03656,الجيزة,9,160,3,3,Fully Finished,3261000,20381,0
APT00708,القاهرة,6,110,2,2,Semi-Finished,2201000,20009,0
APT04281,شرم الشيخ,20,140,3,3,Semi-Finished,3957000,28264,0
APT01094,شرم الشيخ,7,140,3,2,Super Lux,3862000,27585,0
APT04840,الساحل الشمالي,20,130,4,2,Semi-Finished,5048000,38830,0
APT01377,الغردقة,7,130,3,2,Fully Finished,2917000,22438,0
APT04914,الغردقة,20,70,1,1,Semi-Finished,1632000,23314,0
APT01923,الغردقة,9,140,4,4,Fully Finished,4473000,31950,0
APT03174,العين السخنة,10,80,3,2,Fully Finished,2019000,25237,0
APT01765,الجيزة,8,150,4,3,Semi-Finished,2275000,15166,0
APT00744,العاصمة الإدارية,12,110,3,3,Semi-Finished,3987000,36245,0
APT04319,القاهرة,5,100,2,1,Semi-Finished,2151000,21510,0
APT01006,القاهرة الجديدة,12,180,4,2,Unfinished,2721000,15116,0
APT02669,الغردقة,1,160,3,2,Fully Finished,3584000,22400,0
APT01191,الساحل الشمالي,4,150,4,3,Super Lux,9477000,63180,0
APT04632,الجيزة,9,180,4,3,Semi-Finished,3647000,20261,0
APT02602,القاهرة,2,120,4,2,Super Lux,3997000,33308,0
APT01126,الإسكندرية,9,120,4,4,Semi-Finished,1954000,16283,0
APT01242,الغردقة,5,140,4,3,Fully Finished,4218000,30128,0
APT04607,القاهرة الجديدة,3,60,2,1,Fully Finished,1821000,30350,0
APT04131,الجيزة,2,110,2,1,Super Lux,3773000,34300,0
APT03443,العاصمة الإدارية,12,90,2,2,Super Lux,4593000,51033,0
APT00999,القاهرة الجديدة,12,90,3,2,Unfinished,2189000,24322,0
APT03387,القاهرة الجديدة,4,120,4,2,Super Lux,5608000,46733,0
APT02685,القاهرة الجديدة,10,180,6,4,Super Lux,7392000,41066,0
APT01578,الجيزة,1,100,3,3,Super Lux,3212000,32120,0
APT04791,العاصمة الإدارية,5,120,3,2,Fully Finished,4935000,41125,0
APT01827,الإسكندرية,3,130,3,2,Fully Finished,2603000,20023,0
APT03293,القاهرة الجديدة,6,90,3,2,Semi-Finished,2631000,29233,0
APT04990,القاهرة الجديدة,15,120,3,2,Super Lux,3865000,32208,0
APT03537,شرم الشيخ,18,110,2,2,Super Lux,5503000,50027,0
APT00441,القاهرة الجديدة,5,150,4,2,Fully Finished,5629000,37526,0
APT04952,شرم الشيخ,8,80,3,3,Fully Finished,2368000,29600,0
APT01101,الغردقة,0,120,3,2,Fully Finished,4504000,37533,0
APT04011,الغردقة,8,120,4,2,Fully Finished,3660000,30500,0
APT03059,العاصمة الإدارية,1,120,3,3,Fully Finished,6623000,55191,0
APT00650,شرم الشيخ,0,110,2,2,Fully Finished,2994000,27218,0
APT01547,الإسكندرية,0,120,4,4,Fully Finished,3345000,27875,0
APT04757,العين السخنة,8,90,2,2,Semi-Finished,1293000,14366,0
APT03561,القاهرة,10,110,2,1,Semi-Finished,2679000,24354,0
APT03887,العين السخنة,5,110,2,1,Semi-Finished,2777000,25245,0
APT03742,شرم الشيخ,1,130,4,4,Fully Finished,3063000,23561,0
APT00631,الساحل الشمالي,20,80,2,1,Fully Finished,3460000,43250,0
APT00673,الإسكندرية,6,150,4,4,Unfinished,2025000,13500,0
APT01250,الغردقة,2,120,4,3,Fully Finished,3814000,31783,0
APT00483,الإسكندرية,20,120,4,3,Super Lux,3368000,28066,0
APT01585,العين السخنة,12,80,3,2,Super Lux,2724000,34050,0
APT03075,الساحل الشمالي,15,130,4,3,Fully Finished,6446000,49584,0
APT04628,شرم الشيخ,3,60,2,2,Semi-Finished,1712000,28533,0
APT03039,الإسكندرية,9,90,3,3,Semi-Finished,1257000,13966,0
APT01463,شرم الشيخ,5,60,2,2,Semi-Finished,1393000,23216,0
APT03930,الجيزة,2,110,2,1,Unfinished,2038000,18527,0
APT03622,العاصمة الإدارية,6,130,4,4,Super Lux,6446000,49584,0
APT02579,الغردقة,1,110,3,2,Super Lux,4967000,45154,0
APT03802,شرم الشيخ,5,120,3,3,Fully Finished,2988000,24900,0
APT04290,شرم الشيخ,0,100,2,1,Semi-Finished,3010000,30100,0
APT03345,العين السخنة,5,140,4,4,Semi-Finished,3211000,22935,0
APT00859,الغردقة,0,160,3,3,Semi-Finished,2839000,17743,0
APT01073,الإسكندرية,18,140,3,3,Unfinished,1650000,11785,0
APT00720,الجيزة,6,120,4,4,Semi-Finished,2418000,20150,0
APT03718,الإسكندرية,10,110,2,2,Fully Finished,2266000,20600,0
APT02632,العاصمة الإدارية,9,100,2,1,Unfinished,2878000,28780,0
APT04874,القاهرة الجديدة,2,120,3,3,Unfinished,2489000,20741,0
APT01661,شرم الشيخ,6,70,1,1,Semi-Finished,1419000,20271,0
APT01657,القاهرة,5,90,2,2,Super Lux,3863000,42922,0
APT02426,القاهرة الجديدة,8,110,3,2,Fully Finished,4274000,38854,0
APT03525,الغردقة,10,70,2,1,Semi-Finished,1948000,27828,0
APT04230,الإسكندرية,2,70,1,1,Fully Finished,1256000,17942,0
APT04975,العين السخنة,12,110,2,1,Fully Finished,3062000,27836,0
APT03310,شرم الشيخ,0,140,3,3,Unfinished,3648000,26057,0
APT04477,العاصمة الإدارية,3,110,2,2,Fully Finished,4593000,41754,0
APT03306,الغردقة,3,180,5,3,Fully Finished,5741000,31894,0
APT04752,الجيزة,0,120,3,3,Semi-Finished,2615000,21791,0
APT04127,شرم الشيخ,4,100,3,3,Fully Finished,3604000,36040,0
APT02607,الإسكندرية,8,90,3,2,Super Lux,2194000,24377,0
APT01386,العين السخنة,6,140,3,3,Semi-Finished,3578000,25557,0
APT03836,العاصمة الإدارية,3,90,2,1,Fully Finished,3662000,40688,0
APT01400,شرم الشيخ,3,80,2,2,Super Lux,2990000,37375,0
APT01196,الساحل الشمالي,0,110,3,3,Semi-Finished,4140000,37636,0
APT01409,العين السخنة,12,130,3,3,Semi-Finished,2190000,16846,0
APT03825,الغردقة,7,70,2,1,Super Lux,2909000,41557,0
APT01799,الجيزة,5,90,3,2,Semi-Finished,2018000,22422,0
APT01476,الغردقة,8,100,2,1,Semi-Finished,2470000,24700,0
APT04966,العين السخنة,18,130,3,2,Fully Finished,4109000,31607,0
APT03542,الساحل الشمالي,4,150,4,2,Semi-Finished,5195000,34633,0
APT02346,العين السخنة,5,100,3,2,Super Lux,3343000,33430,0
APT04679,شرم الشيخ,3,120,3,2,Super Lux,5521000,46008,0
APT02360,الغردقة,12,110,3,2,Fully Finished,3790000,34454,0
APT02207,الساحل الشمالي,6,120,4,2,Fully Finished,4134000,34450,0
APT03768,شرم الشيخ,20,100,3,3,Semi-Finished,3355000,33550,0
APT01287,الجيزة,8,80,2,1,Super Lux,2353000,29412,0
APT00350,العين السخنة,18,120,3,3,Fully Finished,3530000,29416,0
APT02138,العاصمة الإدارية,0,130,3,2,Fully Finished,5940000,45692,0
APT02692,الجيزة,1,80,2,2,Super Lux,2879000,35987,0
APT04561,الجيزة,2,100,3,3,Unfinished,1372000,13720,0
APT03968,القاهرة الجديدة,6,110,3,3,Super Lux,5221000,47463,0
APT01682,الإسكندرية,8,140,4,3,Semi-Finished,2574000,18385,0
APT04835,العين السخنة,2,80,2,2,Unfinished,1841000,23012,0
APT01444,القاهرة,2,140,4,4,Fully Finished,4328000,30914,0
APT03244,الساحل الشمالي,10,100,2,2,Super Lux,6126000,61260,0
APT01672,العين السخنة,4,110,3,3,Unfinished,1473000,13390,0
APT03837,شرم الشيخ,12,70,1,2,Semi-Finished,2075000,29642,0
APT01180,القاهرة الجديدة,3,120,3,3,Super Lux,5017000,41808,0
APT02799,القاهرة الجديدة,6,120,4,4,Super Lux,5118000,42650,0
APT01693,القاهرة,10,140,3,3,Fully Finished,4301000,30721,0
APT03957,الغردقة,15,110,2,2,Fully Finished,2024000,18400,0
APT00373,الساحل الشمالي,10,100,3,3,Semi-Finished,3946000,39460,0
APT03611,القاهرة الجديدة,10,110,2,2,Fully Finished,4277000,38881,0
APT01917,القاهرة,1,140,3,3,Semi-Finished,3334000,23814,0
APT01358,الإسكندرية,4,100,2,1,Fully Finished,1675000,16750,0
APT01826,العاصمة الإدارية,1,100,3,2,Semi-Finished,2991000,29910,0
APT00787,الإسكندرية,9,80,2,2,Super Lux,1166000,14575,0
APT00470,القاهرة,8,70,1,1,Fully Finished,2437000,34814,0
APT00789,شرم الشيخ,2,70,2,1,Fully Finished,2579000,36842,0
APT00324,العاصمة الإدارية,15,100,3,3,Fully Finished,4859000,48590,0
APT00715,القاهرة,8,150,3,3,Unfinished,2340000,15600,0
APT04890,القاهرة,18,180,6,2,Fully Finished,6900000,38333,0
APT02841,الغردقة,0,110,3,2,Fully Finished,3496000,31781,0
APT02447,شرم الشيخ,5,120,3,3,Unfinished,3147000,26225,0
APT04814,القاهرة الجديدة,0,120,4,4,Unfinished,2518000,20983,0
APT04420,العين السخنة,2,200,6,4,Fully Finished,6058000,30290,0
APT04597,العاصمة الإدارية,20,120,4,3,Super Lux,7648000,63733,0
APT03016,العاصمة الإدارية,0,120,3,3,Fully Finished,3480000,29000,0
APT02667,الغردقة,8,110,3,3,Fully Finished,3131000,28463,0
APT00407,القاهرة,0,70,1,1,Unfinished,1257000,17957,0
APT03725,الإسكندرية,12,100,2,1,Fully Finished,2020000,20200,0
APT01005,القاهرة الجديدة,10,150,3,3,Semi-Finished,4806000,32040,0
APT03788,الإسكندرية,1,70,2,2,Fully Finished,1340000,19142,0
APT00891,الساحل الشمالي,10,100,3,3,Super Lux,5647000,56470,0
APT02412,القاهرة,10,140,3,2,Fully Finished,3532000,25228,0
APT02546,شرم الشيخ,2,120,3,3,Fully Finished,4171000,34758,0
APT04834,القاهرة الجديدة,3,150,4,2,Semi-Finished,3896000,25973,0
APT02391,العاصمة الإدارية,5,100,2,1,Unfinished,3118000,31180,0
APT03941,الساحل الشمالي,1,120,4,3,Fully Finished,4037000,33641,0
APT02831,الغردقة,3,110,3,3,Unfinished,2124000,19309,0
APT03966,الغردقة,10,70,2,2,Semi-Finished,1892000,27028,0
APT00304,الإسكندرية,1,90,2,2,Fully Finished,1816000,20177,0
APT04514,الساحل الشمالي,10,130,4,2,Unfinished,4538000,34907,0
APT03748,العين السخنة,18,130,3,3,Fully Finished,3927000,30207,0
APT00665,الإسكندرية,15,80,2,1,Semi-Finished,1547000,19337,0
APT01178,القاهرة,3,200,4,4,Fully Finished,4618000,23090,0
APT02677,الإسكندرية,5,100,3,2,Semi-Finished,1129000,11290,0
APT01948,الساحل الشمالي,1,160,4,3,Fully Finished,9814000,61337,0
APT02502,العين السخنة,0,120,4,4,Semi-Finished,2246000,18716,0
APT01474,الجيزة,15,60,2,1,Fully Finished,1313000,21883,0
APT03484,الساحل الشمالي,7,100,2,2,Super Lux,6020000,60200,0
APT03521,القاهرة الجديدة,6,80,2,2,Semi-Finished,1814000,22675,0
APT02133,الجيزة,7,110,3,2,Semi-Finished,2107000,19154,0
